Product Name;Product Description;Product Code (SKU);Categories;Price ($);Status;Hub Diameter;Hub Thickness;Shaft Diameter;Weight;Diameter (INCHES);Pitch (INCHES);Diameter (METERS);Pitch (-);Color;UPC Code;Product Weight (NOT for Shipping Calculations) (LBS) ;Product Weight (NOT for Shipping Calculations) (grams) 
B8x4E;"Thin Electric
Use LPAR06E adapter rings
Includes one set of rings from LPAR06E
The material is the same fiberglass composite used in our grey props, just the color is black";LPB08040E;Thin Electric, Black Thin Electric;2.57; ;0.80 in.;0.35 in.;1/4 in.;0.46 oz.;8;4;0.2032;0.5;Black;6.86661E+11;0.0287;13
8x4.1SF;"Slow Flyer Indoor 3D
For Indoor 3D Aerobatics";LP08041SF;Indoor 3D;2.45; ;0.50 in.;0.16 in.;5.5 mm;0.16 oz.;8;4.1;0.2032;0.5125;Grey;6.86661E+11;0.0099;4.5
B8x4.1SF;"Slow Flyer Indoor 3D
For Indoor 3D Aerobatics
The material is the same fiberglass composite used in our grey props, just the color is black";LPB08041SF;Indoor 3D;2.45; ;0.50 in.;0.16 in.;5.5 mm;0.16 oz.;8;4.1;0.2032;0.5125;Black;6.86661E+11;0.0099;4.5
8x4.2SFR;"Slow Flyer Indoor 4D - Reversible
Use with Reversible ESC
For Indoor Aerobatics";LP08042SFR;Indoor 3D, Reversible ESC (Slow Fly);2.45;;0.50 in.;0.17 in.;5.5 mm;0.18 oz.;8;4.2;0.2032;0.525;Grey;6.86661E+11;0.011;5
8x4.5MR;"Multi-Rotor
Standard Rotation
Use LPAR06E adapter rings (not included)";LP08045MR;Multi Rotor (Electric Only);2.36; ;0.65 in.;0.33 in.;1/4 in.;0.32 oz.;8;4.5;0.2032;0.5625;Grey;6.86661E+11;0.02;9.1
8x4.5MR(ST);"Multi-Rotor (Self Tightening)
Includes M6x1 RH thread hex nut
Use LPAR06E adapter rings (not included)
Product weight includes hex nut
Caution: Not intended for use with systems that use active motor braking";LP08045MR(ST);Self Tightening;2.65; ;0.65 in.;0.48 in.;6 mm;0.39 oz.;8;4.5;0.2032;0.5625;Grey;6.86661E+11;0.0243;11
8x4.5MR-B4;"Multi-Rotor
Quad-Copter Bundle (8x4.5MR and 8x4.5MRP)
Package contains four propellers (2 standard rotation and 2 reverse rotation)
Use LPAR06E adapter rings
Includes four sets of rings from LPAR06E (1/8"", 4mm, 5mm, 6mm, 5/16"")";LP08045MR-B4;"Bundle (2 CW &amp; 2 CCW)";7.55; ;0.65 in.;0.33 in.;1/4 in.;0.32 oz.;8;4.5;0.2032;0.5625;Grey;6.86661E+11;0.08;36.3
8x4.5MRP;"Multi-Rotor Pusher
Reverse Rotation
Use LPAR06E adapter rings (not included)";LP08045MRP;Multi Rotor (Electric Only);2.36; ;0.65 in.;0.33 in.;1/4 in.;0.32 oz.;8;4.5;0.2032;0.5625;Grey;6.86661E+11;0.02;9.1
8x4.5MRP(ST);"Multi-Rotor Pusher (Self Tightening)
Reverse Rotation
Includes M6x1 LH thread hex nut
Use LPAR06E adapter rings (not included)
Product weight includes hex nut
Caution: Not intended for use with systems that use active motor braking";LP08045MRP(ST);Self Tightening;2.65; ;0.65 in.;0.48 in.;6 mm;0.39 oz.;8;4.5;0.2032;0.5625;Grey;6.86661E+11;0.0243;11
B8x4.5MR-B4;"Multi-Rotor
Quad-Copter Bundle (8x4.5MR and 8x4.5MRP)
Package contains four propellers (2 standard rotation and 2 reverse rotation)
Use LPAR06E adapter rings
Includes four sets of rings from LPAR06E (1/8"", 4mm, 5mm, 6mm, 5/16"")";LPB08045MR-B4;Bundle (2 CW & 2 CCW), Black MR;7.55; ;0.65 in.;0.33 in.;1/4 in.;0.32 oz.;8;4.5;0.2032;0.5625;Black;6.86661E+11;0.08;36.3
8x4.7SF;"Slow Flyer
Use LPAR18SF or LPARM12SF adapter rings
Includes one set of rings from LPAR18SF";LP08047SF;Multi Rotor (Electric Only), Slow Fly (Electric Only);2.45; ;0.50 in.;0.30 in.;1/4 in.;0.25 oz.;8;4.7;0.2032;0.5875;Grey;6.86661E+11;0.0156;7.1
8x4.7SF-B4;"Slow Flyer
Quad-Copter Bundle (8x4.7SF and 8x4.7SFP)
Package contains four propellers (2 standard rotation and 2 reverse rotation)
Use LPAR18SF or LPARM12SF adapter rings
Includes four sets of rings from LPAR18SF";LP08047SF-B4;"Bundle (2 CW &amp; 2 CCW), Slow Fly (Electric Only)";7.84; ;0.50 in.;0.30 in.;1/4 in.;0.25 oz.;8;4.7;0.2032;0.5875;Grey;6.86661E+11;0.0624;28.3
8x4.7SFP;"Slow Flyer Pusher
Reverse Rotation
Use LPAR18SF or LPARM12SF adapter rings
Includes one set of rings from LPAR18SF";LP08047SFP;Multi Rotor (Electric Only), Slow Fly (Electric Only), Slow Fly Reverse Rotation (Left Hand Rotation);2.45; ;0.50 in.;0.30 in.;1/4 in.;0.25 oz.;8;4.7;0.2032;0.5875;Grey;6.86661E+11;0.0156;7.1
B8x4.7SF;"Slow Flyer
Use LPAR18SF or LPARM12SF adapter rings
Includes one set of rings from LPAR18SF
The material is the same fiberglass composite used in our grey props, just the color is black";LPB08047SF;Multi Rotor (Electric Only), Slow Fly (Electric Only), Black MR, Black SF;2.45; ;0.50 in.;0.30 in.;1/4 in.;0.25 oz.;8;4.7;0.2032;0.5875;Black;6.86661E+11;0.0156;7.1
B8x4.7SFP;"Slow Flyer Pusher
Reverse Rotation
Use LPAR18SF or LPARM12SF adapter rings
Includes one set of rings from LPAR18SF
The material is the same fiberglass composite used in our grey props, just the color is black";LPB08047SFP;Multi Rotor (Electric Only), Slow Fly (Electric Only), Slow Fly Reverse Rotation (Left Hand Rotation), Black MR, Black SF;2.45; ;0.50 in.;0.30 in.;1/4 in.;0.25 oz.;8;4.7;0.2032;0.5875;Black;6.86661E+11;0.0156;7.1
8x5 ;"Sport
Use LPAR06E adapter rings (not included)";LP08050;Sport;2.65; ;0.80 in.;0.45 in.;1/4 in.;0.67 oz.;8;5;0.2032;0.625;Grey;6.86661E+11;0.0419;19
8x6 ;"Control Line
Use LPAR06E adapter rings (not included)";LP08060;Sport, Control Line;2.65; ;0.80 in.;0.45 in.;1/4 in.;0.67 oz.;8;6;0.2032;0.75;Grey;6.86661E+11;0.0419;19
8x6E;"Thin Electric
Use LPAR06E adapter rings
Includes one set of rings from LPAR06E";LP08060E;Thin Electric;2.57; ;0.80 in.;0.37 in.;1/4 in.;0.49 oz.;8;6;0.2032;0.75;Grey;6.86661E+11;0.0309;14
8x6E(AV);Aerovironment Electric;LP08060E(AV);Thin Electric;2.69;;0.80 in.;0.32 in.;1/4 in.;0.42 oz.;8;6;0.2032;0.75;Grey;6.86661E+11;0.0265;12
8x6EP;"Thin Electric Pusher
Reverse Rotation
Use LPAR06E adapter rings
Includes one set of rings from LPAR06E";LP08060EP;Thin Electric, Electric Reverse Rotation (Left Hand Rotation);2.57; ;0.80 in.;0.37 in.;1/4 in.;0.49 oz.;8;6;0.2032;0.75;Grey;6.86661E+11;0.0309;14
8x6SF;"Slow Flyer
Use LPAR18SF or LPARM12SF adapter rings
Includes one set of rings from LPAR18SF";LP08060SF;Slow Fly (Electric Only);2.45; ;0.50 in.;0.30 in.;1/4 in.;0.25 oz.;8;6;0.2032;0.75;Grey;6.86661E+11;0.0156;7.1
B8x6E;"Thin Electric
Use LPAR06E adapter rings
Includes one set of rings from LPAR06E
The material is the same fiberglass composite used in our grey props, just the color is black";LPB08060E;Thin Electric, Black Thin Electric;2.57; ;0.80 in.;0.37 in.;1/4 in.;0.49 oz.;8;6;0.2032;0.75;Black;6.86661E+11;0.0309;14
B8x6EP;"Thin Electric Pusher
Reverse Rotation
Use LPAR06E adapter rings
Includes one set of rings from LPAR06E
The material is the same fiberglass composite used in our grey props, just the color is black";LPB08060EP;Thin Electric, Electric Reverse Rotation (Left Hand Rotation), Black Thin Electric;2.57; ;0.80 in.;0.37 in.;1/4 in.;0.49 oz.;8;6;0.2032;0.75;Black;6.86661E+11;0.0309;14
8x7 ;"Sport
Use LPAR06E adapter rings (not included)";LP08070;Sport;2.65; ;0.80 in.;0.44 in.;1/4 in.;0.67 oz.;8;7;0.2032;0.875;Grey;6.86661E+11;0.0419;19
8x7.3;Pylon;LP08073;Pylon Racing;3.95;;0.90 in.;0.54 in.;1/4 in.;0.88 oz.;8;7.3;0.2032;0.9125;Grey;6.86661E+11;0.055;24.9
8x8 ;"Sport
Use LPAR06E adapter rings (not included)";LP08080;Sport;2.65; ;0.80 in.;0.45 in.;1/4 in.;0.67 oz.;8;8;0.2032;1;Grey;6.86661E+11;0.0419;19
8x8E;"Thin Electric
Use LPAR06E adapter rings
Includes one set of rings from LPAR06E";LP08080E;Thin Electric;2.57; ;0.80 in.;0.40 in.;1/4 in.;0.53 oz.;8;8;0.2032;1;Grey;6.86661E+11;0.0331;15
8x8EP;"Thin Electric Pusher
Reverse Rotation
Use LPAR06E adapter rings
Includes one set of rings from LPAR06E";LP08080EP;Thin Electric, Electric Reverse Rotation (Left Hand Rotation);2.57;;0.80 in.;0.40 in.;1/4 in.;0.53 oz.;8;8;0.2032;1;Grey;6.86661E+11;0.0331;15
B8x8E;"Thin Electric
Use LPAR06E adapter rings
Includes one set of rings from LPAR06E
The material is the same fiberglass composite used in our grey props, just the color is black";LPB08080E;Thin Electric, Black Thin Electric;2.57; ;0.80 in.;0.40 in.;1/4 in.;0.53 oz.;8;8;0.2032;1;Black;6.86661E+11;0.0331;15
8x9 ;"Sport
Use LPAR06E adapter rings (not included)";LP08090;Sport;2.65; ;0.80 in.;0.42 in.;1/4 in.;0.67 oz.;8;9;0.2032;1.125;Grey;6.86661E+11;0.0419;19
8x10 ;"Sport
Use LPAR06E adapter rings (not included)";LP08010;Sport;2.65; ;0.80 in.;0.42 in.;1/4 in.;0.67 oz.;8;10;0.2032;1.25;Grey;6.86661E+11;0.0419;19
8.5x5.0;25 Pylon;LP08550;Pylon Racing;3.95;Discontinued;0.80 in.;0.40 in.;1/4 in.;0.60 oz.;8.5;5;0.2159;0.588235294;Grey;6.86661E+11;0.0375;17
8.5x5.5;25 Pylon;LP08555;Pylon Racing;3.95;Discontinued;0.80 in.;0.46 in.;1/4 in.;0.71 oz.;8.5;5.5;0.2159;0.647058824;Grey;6.86661E+11;0.0444;20.1
8.5x6.5;25 Pylon;LP08565;Pylon Racing;3.95;Discontinued;0.80 in.;0.46 in.;1/4 in.;0.71 oz.;8.5;6.5;0.2159;0.764705882;Grey;6.86661E+11;0.0444;20.1
8.5x7.0;40 Pylon;LP08570;Pylon Racing;3.95;Discontinued;0.90 in.;0.58 in.;1/4 in.;0.95 oz.;8.5;7;0.2159;0.823529412;Grey;6.86661E+11;0.0594;26.9
8.5x7.25;40 Pylon;LP085725;Pylon Racing;3.95;Discontinued;0.90 in.;0.58 in.;1/4 in.;0.95 oz.;8.5;7.25;0.2159;0.852941176;Grey;6.86661E+11;0.0594;26.9
8.5x7.5;40 Pylon;LP08575;Pylon Racing;3.95;Discontinued;0.90 in.;0.58 in.;1/4 in.;0.99 oz.;8.5;7.5;0.2159;0.882352941;Grey;6.86661E+11;0.0619;28.1
8.625x3.75;29 Free Flight;LP0863375;Free Flight;2.95; ;0.90 in.;0.46 in.;1/4 in.;0.74 oz.;8.625;3.75;0.219075;0.434782609;Grey;6.86661E+11;0.0463;21
8.75x5.0;36 Fast Combat;LP08850;Pylon Combat;2.95; ;0.90 in.;0.50 in.;1/4 in.;0.99 oz.;8.75;5;0.22225;0.571428571;Grey;6.86661E+11;0.0619;28.1
8.75x7.0;40 Pylon;LP08870;Pylon Racing;3.95;Discontinued;0.90 in.;0.58 in.;1/4 in.;0.99 oz.;8.75;7;0.22225;0.8;Grey;6.86661E+11;0.0619;28.1
8.75x7.0N;40 Pylon;LP08870N;Pylon Racing;3.95; ;0.90 in.;0.58 in.;1/4 in.;0.99 oz.;8.75;7;0.22225;0.8;Grey;6.86661E+11;0.0619;28.1
8.75x7.0NN;40 Pylon;LP08870NN;Pylon Racing;3.95;Discontinued;0.90 in.;0.58 in.;1/4 in.;0.92 oz.;8.75;7;0.22225;0.8;Grey;6.86661E+11;0.0575;26.1
8.75x7.5;40 Pylon;LP08875;Pylon Racing;3.95;Discontinued;0.90 in.;0.58 in.;1/4 in.;0.99 oz.;8.75;7.5;0.22225;0.857142857;Grey;6.86661E+11;0.0619;28.1
8.75x7.5N;40 Pylon;LP08875N;Pylon Racing;3.95; ;0.90 in.;0.58 in.;1/4 in.;0.99 oz.;8.75;7.5;0.22225;0.857142857;Grey;6.86661E+11;0.0619;28.1
8.75x7.5NN;40 Pylon;LP08875NN;Pylon Racing;3.95; ;0.90 in.;0.58 in.;1/4 in.;1.02 oz.;8.75;7.5;0.22225;0.857142857;Grey;6.86661E+11;0.0638;28.9
8.75x7.5W;40 Pylon;LP08875W;Pylon Racing;3.95; ;0.90 in.;0.57 in.;1/4 in.;0.88 oz.;8.75;7.5;0.22225;0.857142857;Grey;6.86661E+11;0.055;24.9
8.75x7.75;40 Pylon;LP088775;Pylon Racing;3.95;Discontinued;0.90 in.;0.60 in.;1/4 in.;0.99 oz.;8.75;7.75;0.22225;0.885714286;Grey;6.86661E+11;0.0619;28.1
8.75x7.75N;40 Pylon;LP088775N;Pylon Racing;3.95;Discontinued;0.90 in.;0.60 in.;1/4 in.;0.99 oz.;8.75;7.75;0.22225;0.885714286;Grey;6.86661E+11;0.0619;28.1
8.75x7.75NN;40 Pylon;LP088775NN;Pylon Racing;3.95; ;0.90 in.;0.57 in.;1/4 in.;0.88 oz.;8.75;7.75;0.22225;0.885714286;Grey;6.86661E+11;0.055;24.9
8.75x7.75W;40 Pylon;LP088775W;Pylon Racing;3.95;Discontinued;0.90 in.;0.57 in.;1/4 in.;0.92 oz.;8.75;7.75;0.22225;0.885714286;Grey;6.86661E+11;0.0575;26.1
8.75x8.0;40 Pylon;LP08880;Pylon Racing;3.95;Discontinued;0.90 in.;0.58 in.;1/4 in.;1.02 oz.;8.75;8;0.22225;0.914285714;Grey;6.86661E+11;0.0638;28.9
8.75x8.0N;40 Pylon;LP08880N;Pylon Racing;3.95;Discontinued;0.90 in.;0.58 in.;1/4 in.;1.02 oz.;8.75;8;0.22225;0.914285714;Grey;6.86661E+11;0.0638;28.9
8.75x8.0NN;40 Pylon;LP08880NN;Pylon Racing;3.95; ;0.90 in.;0.58 in.;1/4 in.;1.02 oz.;8.75;8;0.22225;0.914285714;Grey;6.86661E+11;0.0638;28.9
8.75x8.0W;40 Pylon;LP08880W;Pylon Racing;3.95;Discontinued;0.90 in.;0.57 in.;1/4 in.;0.92 oz.;8.75;8;0.22225;0.914285714;Grey;6.86661E+11;0.0575;26.1
8.75x8.25;40 Pylon;LP088825;Pylon Racing;3.95;Discontinued;0.90 in.;0.58 in.;1/4 in.;1.02 oz.;8.75;8.25;0.22225;0.942857143;Grey;6.86661E+11;0.0638;28.9
8.75x8.25N;40 Pylon;LP088825N;AMA 426 (Q500);3.95;Discontinued;0.90 in.;0.58 in.;1/4 in.;1.02 oz.;8.75;8.25;0.22225;0.942857143;Grey;6.86661E+11;0.0638;28.9
8.75x8.25NN;40 Pylon;LP088825NN;Pylon Racing;3.95; ;0.90 in.;0.57 in.;1/4 in.;0.88 oz.;8.75;8.25;0.22225;0.942857143;Grey;6.86661E+11;0.055;24.9
8.75x8.25W;40 Pylon;LP088825W;Pylon Racing;3.95;Discontinued;0.90 in.;0.57 in.;1/4 in.;0.88 oz.;8.75;8.25;0.22225;0.942857143;Grey;6.86661E+11;0.055;24.9
8.75x8.5N;40 Pylon;LP08885N;AMA 426 (Q500);3.95; ;0.90 in.;0.58 in.;1/4 in.;0.99 oz.;8.75;8.5;0.22225;0.971428571;Grey;6.86661E+11;0.0619;28.1
8.75x8.5NN;40 Pylon;LP08885NN;Pylon Racing;3.95;Discontinued;0.90 in.;0.57 in.;1/4 in.;0.88 oz.;8.75;8.5;0.22225;0.971428571;Grey;6.86661E+11;0.055;24.9
8.75x8.5W;40 Pylon;LP08885W;Pylon Racing;3.95;Discontinued;0.90 in.;0.56 in.;1/4 in.;0.88 oz.;8.75;8.5;0.22225;0.971428571;Grey;6.86661E+11;0.055;24.9
8.75x8.75NN;40 Pylon;LP088875NN;Pylon Racing;3.95; ;0.90 in.;0.57 in.;1/4 in.;0.88 oz.;8.75;8.75;0.22225;1;Grey;6.86661E+11;0.055;24.9
8.75x8.75W;40 Pylon;LP088875W;Pylon Racing;3.95; ;0.90 in.;0.56 in.;1/4 in.;0.88 oz.;8.75;8.75;0.22225;1;Grey;6.86661E+11;0.055;24.9
8.75x9.0NN;40 Pylon;LP08890NN;Pylon Racing;3.95; ;0.90 in.;0.57 in.;1/4 in.;0.92 oz.;8.75;9;0.22225;1.028571429;Grey;6.86661E+11;0.0575;26.1
8.75x9.0W;40 Pylon;LP08890W;Pylon Racing;3.95; ;0.90 in.;0.57 in.;1/4 in.;0.92 oz.;8.75;9;0.22225;1.028571429;Grey;6.86661E+11;0.0575;26.1
8.75x9.25NN;40 Pylon;LP088925NN;Pylon Racing;3.95; ;0.90 in.;0.57 in.;1/4 in.;0.88 oz.;8.75;9.25;0.22225;1.057142857;Grey;6.86661E+11;0.055;24.9
8.75x9.25W;40 Pylon;LP088925W;Pylon Racing;3.95; ;0.90 in.;0.58 in.;1/4 in.;0.88 oz.;8.75;9.25;0.22225;1.057142857;Grey;6.86661E+11;0.055;24.9
8.75x9.5NN;40 Pylon;LP08895NN;Pylon Racing;3.95;Discontinued;0.90 in.;0.58 in.;1/4 in.;0.88 oz.;8.75;9.5;0.22225;1.085714286;Grey;6.86661E+11;0.055;24.9
8.8x8.5;40 Pylon;LP088850;Pylon Racing;3.95; ;0.90 in.;0.58 in.;1/4 in.;0.88 oz.;8.8;8.5;0.22352;0.965909091;Grey;6.86661E+11;0.055;24.9
8.8x8.75;40 Pylon;LP088875;AMA 426 (Q500);3.95; ;0.90 in.;0.58 in.;1/4 in.;0.95 oz.;8.8;8.75;0.22352;0.994318182;Grey;6.86661E+11;0.0594;26.9
8.8x8.9;40 Pylon;LP088890;AMA 426 (Q500);3.95; ;0.90 in.;0.60 in.;1/4 in.;0.92 oz.;8.8;8.9;0.22352;1.011363636;Grey;6.86661E+11;0.0575;26.1
8.8x9.0;40 Pylon;LP088900;AMA 426 (Q500);3.95; ;0.90 in.;0.56 in.;1/4 in.;0.92 oz.;8.8;9;0.22352;1.022727273;Grey;6.86661E+11;0.0575;26.1
8.8x9.25;40 Pylon;LP088925;AMA 426 (Q500);3.95; ;0.90 in.;0.57 in.;1/4 in.;0.95 oz.;8.8;9.25;0.22352;1.051136364;Grey;6.86661E+11;0.0594;26.9
8.8x9.5;40 Pylon;LP088950;Pylon Racing;3.95; ;0.90 in.;0.58 in.;1/4 in.;0.92 oz.;8.8;9.5;0.22352;1.079545455;Grey;6.86661E+11;0.0575;26.1
8.8x9.75;40 Pylon;LP088975;Pylon Racing;3.95; ;0.90 in.;0.61 in.;1/4 in.;0.92 oz.;8.8;9.75;0.22352;1.107954545;Grey;6.86661E+11;0.0575;26.1
9x3 ;Combat;LP09030;Sport, Pylon Combat;2.95; ;1.00 in.;0.45 in.;1/4 in.;0.88 oz.;9;3;0.2286;0.333333333;Grey;6.86661E+11;0.055;24.9
9x3N;Combat Narrow;LP09030N;Pylon Combat;2.95; ;0.80 in.;0.30 in.;1/4 in.;0.53 oz.;9;3;0.2286;0.333333333;Grey;6.86661E+11;0.0331;15
9x3.7SF;"Slow Flyer Indoor 3D
For Indoor 3D Aerobatics";LP09037SF;Indoor 3D;2.71; ;0.50 in.;0.16 in.;5.5 mm;0.18 oz.;9;3.7;0.2286;0.411111111;Grey;6.86661E+11;0.011;5
9x3.8SF;"Slow Flyer
Use LPAR18SF or LPARM12SF adapter rings
Includes one set of rings from LPAR18SF";LP09038SF;Multi Rotor (Electric Only), Slow Fly (Electric Only);2.71; ;0.50 in.;0.33 in.;1/4 in.;0.32 oz.;9;3.8;0.2286;0.422222222;Grey;6.86661E+11;0.02;9.1
9x3.8SF-B4;"Slow Flyer
Quad-Copter Bundle (9x3.8SF and 9x3.8SFP)
Package contains four propellers (2 standard rotation and 2 reverse rotation)
Use LPAR18SF or LPARM12SF adapter rings
Includes four sets of rings from LPAR18SF";LP09038SF-B4;"Bundle (2 CW &amp; 2 CCW), Slow Fly (Electric Only)";8.67; ;0.50 in.;0.33 in.;1/4 in.;0.32 oz.;9;3.8;0.2286;0.422222222;Grey;6.86661E+11;0.08;36.3
9x3.8SFP;"Slow Flyer Pusher
Reverse Rotation
Use LPAR18SF or LPARM12SF adapter rings
Includes one set of rings from LPAR18SF";LP09038SFP;Multi Rotor (Electric Only), Slow Fly (Electric Only), Slow Fly Reverse Rotation (Left Hand Rotation);2.71; ;0.50 in.;0.33 in.;1/4 in.;0.32 oz.;9;3.8;0.2286;0.422222222;Grey;6.86661E+11;0.02;9.1
9x4 ;"29 Free Flight
Use LPAR06E adapter rings (not included)";LP09040;Free Flight, Sport;2.95; ;0.80 in.;0.45 in.;1/4 in.;0.81 oz.;9;4;0.2286;0.444444444;Grey;6.86661E+11;0.0506;23
9x4.1SF;"Slow Flyer Indoor 3D
For Indoor 3D Aerobatics";LP09041SF;Indoor 3D;2.71; ;0.50 in.;0.16 in.;5.5 mm;0.18 oz.;9;4.1;0.2286;0.455555556;Grey;6.86661E+11;0.011;5
9x4.4SFR;"Slow Flyer Indoor 4D - Reversible
Use with Reversible ESC
For Indoor Aerobatics";LP09044SFR;Indoor 3D, Reversible ESC (Slow Fly);2.71;;0.50 in.;0.18 in.;5.5 mm;0.23 oz.;9;4.4;0.2286;0.488888889;Grey;6.86661E+11;0.0144;6.5
9x4.5E;"Thin Electric
Use LPAR06E adapter rings
Includes one set of rings from LPAR06E";LP09045E;Thin Electric;2.84; ;0.80 in.;0.38 in.;1/4 in.;0.63 oz.;9;4.5;0.2286;0.5;Grey;6.86661E+11;0.0396;18
9x4.5EP;"Thin Electric Pusher
Reverse Rotation
Use LPAR06E adapter rings
Includes one set of rings from LPAR06E";LP09045EP;Thin Electric, Electric Reverse Rotation (Left Hand Rotation);2.84; ;0.80 in.;0.38 in.;1/4 in.;0.63 oz.;9;4.5;0.2286;0.5;Grey;6.86661E+11;0.0396;18
9x4.5MR;"Multi-Rotor
Use LPAR06E adapter rings (not included)";LP09045MR;Multi Rotor (Electric Only);2.59; ;0.65 in.;0.34 in.;1/4 in.;0.39 oz.;9;4.5;0.2286;0.5;Grey;6.86661E+11;0.0244;11.1
9x4.5MRF-LH;"Multi-Rotor Folding
Left Hand Rotation (Reverse)
Includes Two Blades
3mm Pin Hole
Use with 20mm - 35mm Hubs (not included)";LP09045MRF-LH;Multi Rotor (Electric Only), MR Folding;3.85;;NA;4.5 mm;3 mm;0.32 oz.;9;4.5;0.2286;0.5;Grey;6.86661E+11;0.0198;9
9x4.5MRF-RH;"Multi-Rotor Folding
Right Hand Rotation
Includes Two Blades
3mm Pin Hole
Use with 20mm - 35mm Hubs (not included)";LP09045MRF-RH;Multi Rotor (Electric Only), MR Folding;3.85;;NA;4.5 mm;3 mm;0.32 oz.;9;4.5;0.2286;0.5;Grey;6.86661E+11;0.0198;9
9x4.5MR(ST);"Multi-Rotor (Self Tightening)
Includes M6x1 RH thread hex nut
Use LPAR06E adapter rings (not included)
Product weight includes hex nut
Caution: Not intended for use with systems that use active motor braking";LP09045MR(ST);Self Tightening;2.9; ;0.65 in.;0.48 in.;6 mm;0.49 oz.;9;4.5;0.2286;0.5;Grey;6.86661E+11;0.0309;14
9x4.5MR-B4;"Multi-Rotor
Quad-Copter Bundle (9x4.5MR and 9x4.5MRP)
Package contains four propellers (2 standard rotation and 2 reverse rotation)
Use LPAR06E adapter rings
Includes four sets of rings from LPAR06E (1/8"", 4mm, 5mm, 6mm, 5/16"")";LP09045MR-B4;"Bundle (2 CW &amp; 2 CCW)";8.29; ;0.65 in.;0.34 in.;1/4 in.;0.39 oz.;9;4.5;0.2286;0.5;Grey;6.86661E+11;0.0976;44.3
9x4.5MRP;"Multi-Rotor Pusher
Reverse Rotation
Use LPAR06E adapter rings (not included)";LP09045MRP;Multi Rotor (Electric Only);2.59; ;0.65 in.;0.34 in.;1/4 in.;0.39 oz.;9;4.5;0.2286;0.5;Grey;6.86661E+11;0.0244;11.1
9x4.5MRP(ST);"Multi-Rotor Pusher (Self Tightening)
Reverse Rotation
Includes M6x1 LH thread hex nut
Use LPAR06E adapter rings (not included)
Product weight includes hex nut
Caution: Not intended for use with systems that use active motor braking";LP09045MRP(ST);Self Tightening;2.9; ;0.65 in.;0.48 in.;6 mm;0.49 oz.;9;4.5;0.2286;0.5;Grey;6.86661E+11;0.0309;14
9x4.5R-LH;"Reversible ESC - LH, 2 Pack
3D Reversible ESC
Includes two LH rotation propellers and two sets of adapter rings from LPAR06E";LP09045R-LH;Multi Rotor (Electric Only), 3D - Reversible ESC;4.25; ;0.65 in.;0.34 in.;1/4 in.;0.46 oz.;9;4.5;0.2286;0.5;Grey;6.86661E+11;0.0574;26
9x4.5R-RH;"Reversible ESC - RH, 2 Pack
3D Reversible ESC
Includes two RH rotation propellers and two sets of adapter rings from LPAR06E";LP09045R-RH;Multi Rotor (Electric Only), 3D - Reversible ESC;4.25; ;0.65 in.;0.34 in.;1/4 in.;0.46 oz.;9;4.5;0.2286;0.5;Grey;6.86661E+11;0.0574;26
B9x4.5E;"Thin Electric
Use LPAR06E adapter rings
Includes one set of rings from LPAR06E
The material is the same fiberglass composite used in our grey props, just the color is black";LPB09045E;Thin Electric, Black Thin Electric;2.84; ;0.80 in.;0.38 in.;1/4 in.;0.63 oz.;9;4.5;0.2286;0.5;Black;6.86661E+11;0.0396;18
B9x4.5MR-B4;"Multi-Rotor
Quad-Copter Bundle (9x4.5MR and 9x4.5MRP)
Package contains four propellers (2 standard rotation and 2 reverse rotation)
Use LPAR06E adapter rings
Includes four sets of rings from LPAR06E (1/8"", 4mm, 5mm, 6mm, 5/16"")";LPB09045MR-B4;Bundle (2 CW & 2 CCW), Black MR;8.29; ;0.65 in.;0.34 in.;1/4 in.;0.39 oz.;9;4.5;0.2286;0.5;Black;6.86661E+11;0.0976;44.3
9x4.6SF;"Slow Flyer Indoor 3D
For Indoor 3D Aerobatics";LP09046SF;Indoor 3D;2.71; ;0.50 in.;0.16 in.;5.5 mm;0.18 oz.;9;4.6;0.2286;0.511111111;Grey;6.86661E+11;0.011;5
9x4.7SF;"Slow Flyer
Use LPAR18SF or LPARM12SF adapter rings
Includes one set of rings from LPAR18SF";LP09047SF;Multi Rotor (Electric Only), Slow Fly (Electric Only);2.71; ;0.50 in.;0.31 in.;1/4 in.;0.32 oz.;9;4.7;0.2286;0.522222222;Grey;6.86661E+11;0.02;9.1
9x4.7SF-B4;"Slow Flyer
Quad-Copter Bundle (9x4.7SF and 9x4.7SFP)
Package contains four propellers (2 standard rotation and 2 reverse rotation)
Use LPAR18SF or LPARM12SF adapter rings
Includes four sets of rings from LPAR18SF";LP09047SF-B4;"Bundle (2 CW &amp; 2 CCW), Slow Fly (Electric Only)";8.67; ;0.50 in.;0.31 in.;1/4 in.;0.32 oz.;9;4.7;0.2286;0.522222222;Grey;6.86661E+11;0.08;36.3
9x4.7SFP;"Slow Flyer Pusher
Reverse Rotation
Use LPAR18SF or LPARM12SF adapter rings
Includes one set of rings from LPAR18SF";LP09047SFP;Multi Rotor (Electric Only), Slow Fly (Electric Only), Slow Fly Reverse Rotation (Left Hand Rotation);2.71; ;0.50 in.;0.31 in.;1/4 in.;0.32 oz.;9;4.7;0.2286;0.522222222;Grey;6.86661E+11;0.02;9.1
