;TYPE;Model;Voltage_V;Capacity_mAh;Discharge_Rate_C;Max_Burst_Discharge_Rate_C;Energy_density_Wh_kg;Imax_A;Pmax_W_kg;Pvol_Wh_m3;Weight_kg;Volume_cm3;Energy_kJ;Capacity_As;n_series;n_parallel;Dominated
10695;KOKAM;KOKAM SLPB526495;37.0;3300;2;3;182.238806;9.9;546.7164179;367078.3897;0.67;332.6265;439.56000000000006;11880.0;10;1;0
10697;KOKAM;KOKAM SLPB776495;37.0;5300;2;3;192.254902;15.9;576.7647059;408150.0977;1.02;480.4605;705.96;19080.0;10;1;0
10707;KOKAM;KOKAM SLPB776495;37.0;10600;2;3;192.254902;31.8;576.7647059;408150.0977;2.04;960.921;1411.92;38160.0;10;2;0
10715;KOKAM;KOKAM SLPB776495;37.0;15900;2;3;192.254902;47.7;576.7647059;408150.0977;3.06;1441.3815;2117.88;57240.0;10;3;0
10723;KOKAM;KOKAM SLPB776495;37.0;21200;2;3;192.254902;63.6;576.7647059;408150.0977;4.08;1921.842;2823.84;76320.0;10;4;0
10731;KOKAM;KOKAM SLPB776495;37.0;26500;2;3;192.254902;79.5;576.7647059;408150.0977;5.1;2402.3025;3529.8;95400.0;10;5;0
10739;KOKAM;KOKAM SLPB776495;37.0;31800;2;3;192.254902;95.4;576.7647059;408150.0977;6.119999999999999;2882.763;4235.76;114480.0;10;6;0
10747;KOKAM;KOKAM SLPB776495;37.0;37100;2;3;192.254902;111.3;576.7647059;408150.0977;7.14;3363.2235;4941.72;133560.0;10;7;0
10755;KOKAM;KOKAM SLPB776495;37.0;42400;2;3;192.254902;127.2;576.7647059;408150.0977;8.16;3843.684;5647.68;152640.0;10;8;0
10763;KOKAM;KOKAM SLPB776495;37.0;47700;2;3;192.254902;143.1;576.7647059;408150.0977;9.18;4324.1445;6353.64;171720.0;10;9;0
10771;KOKAM;KOKAM SLPB776495;37.0;53000;2;3;192.254902;159.0;576.7647059;408150.0977;10.2;4804.6050000000005;7059.6;190800.0;10;10;0
10778;KOKAM;KOKAM SLPB776495;37.0;58300;2;3;192.254902;174.9;576.7647059;408150.0977;11.22;5285.0655;7765.56;209880.0;10;11;0
10785;KOKAM;KOKAM SLPB776495;37.0;63600;2;3;192.254902;190.8;576.7647059;408150.0977;12.239999999999998;5765.526;8471.52;228960.0;10;12;0
10792;KOKAM;KOKAM SLPB776495;37.0;68900;2;3;192.254902;206.7;576.7647059;408150.0977;13.26;6245.9865;9177.48;248040.0;10;13;0
10799;KOKAM;KOKAM SLPB776495;37.0;74200;2;3;192.254902;222.6;576.7647059;408150.0977;14.28;6726.447;9883.44;267120.0;10;14;0
10805;KOKAM;KOKAM SLPB776495;37.0;79500;2;3;192.254902;238.5;576.7647059;408150.0977;15.3;7206.9075;10589.4;286200.0;10;15;0
10810;KOKAM;KOKAM SLPB776495;37.0;84800;2;3;192.254902;254.4;576.7647059;408150.0977;16.32;7687.368;11295.36;305280.0;10;16;0
10815;KOKAM;KOKAM SLPB776495;37.0;90100;2;3;192.254902;270.3;576.7647059;408150.0977;17.34;8167.8285;12001.32;324360.0;10;17;0
10820;KOKAM;KOKAM SLPB776495;37.0;95400;2;3;192.254902;286.2;576.7647059;408150.0977;18.36;8648.289;12707.28;343440.0;10;18;0
10824;KOKAM;KOKAM SLPB776495;37.0;100700;2;3;192.254902;302.1;576.7647059;408150.0977;19.38;9128.7495;13413.240000000002;362520.0;10;19;0
10828;KOKAM;KOKAM SLPB776495;37.0;106000;2;3;192.254902;318.0;576.7647059;408150.0977;20.4;9609.21;14119.2;381600.0;10;20;0
10832;KOKAM;KOKAM SLPB776495;40.7;5300;2;3;192.254902;15.9;576.7647059;408150.0977;1.122;528.5065500000001;776.556;19080.0;11;1;0
10842;KOKAM;KOKAM SLPB776495;40.7;10600;2;3;192.254902;31.8;576.7647059;408150.0977;2.244;1057.0131;1553.112;38160.0;11;2;0
10850;KOKAM;KOKAM SLPB776495;40.7;15900;2;3;192.254902;47.7;576.7647059;408150.0977;3.366;1585.51965;2329.668;57240.0;11;3;0
10858;KOKAM;KOKAM SLPB776495;40.7;21200;2;3;192.254902;63.6;576.7647059;408150.0977;4.488;2114.0262;3106.224;76320.0;11;4;0
10866;KOKAM;KOKAM SLPB776495;40.7;26500;2;3;192.254902;79.5;576.7647059;408150.0977;5.609999999999999;2642.53275;3882.78;95400.0;11;5;0
10874;KOKAM;KOKAM SLPB776495;40.7;31800;2;3;192.254902;95.4;576.7647059;408150.0977;6.731999999999999;3171.0393;4659.336;114480.0;11;6;0
10882;KOKAM;KOKAM SLPB776495;40.7;37100;2;3;192.254902;111.3;576.7647059;408150.0977;7.853999999999999;3699.54585;5435.892;133560.0;11;7;0
10890;KOKAM;KOKAM SLPB776495;40.7;42400;2;3;192.254902;127.2;576.7647059;408150.0977;8.975999999999999;4228.0524000000005;6212.448;152640.0;11;8;0
10898;KOKAM;KOKAM SLPB776495;40.7;47700;2;3;192.254902;143.1;576.7647059;408150.0977;10.098;4756.558950000001;6989.004000000001;171720.0;11;9;0
10906;KOKAM;KOKAM SLPB776495;40.7;53000;2;3;192.254902;159.0;576.7647059;408150.0977;11.22;5285.0655;7765.56;190800.0;11;10;0
10913;KOKAM;KOKAM SLPB776495;40.7;58300;2;3;192.254902;174.9;576.7647059;408150.0977;12.342;5813.57205;8542.116;209880.0;11;11;0
10920;KOKAM;KOKAM SLPB776495;40.7;63600;2;3;192.254902;190.8;576.7647059;408150.0977;13.464;6342.0786;9318.672;228960.0;11;12;0
10927;KOKAM;KOKAM SLPB776495;40.7;68900;2;3;192.254902;206.7;576.7647059;408150.0977;14.586;6870.58515;10095.228;248040.0;11;13;0
10934;KOKAM;KOKAM SLPB776495;40.7;74200;2;3;192.254902;222.6;576.7647059;408150.0977;15.707999999999998;7399.0917;10871.784;267120.0;11;14;0
10940;KOKAM;KOKAM SLPB776495;40.7;79500;2;3;192.254902;238.5;576.7647059;408150.0977;16.83;7927.59825;11648.34;286200.0;11;15;0
10945;KOKAM;KOKAM SLPB776495;40.7;84800;2;3;192.254902;254.4;576.7647059;408150.0977;17.951999999999998;8456.104800000001;12424.896;305280.0;11;16;0
10950;KOKAM;KOKAM SLPB776495;40.7;90100;2;3;192.254902;270.3;576.7647059;408150.0977;19.074;8984.611350000001;13201.452;324360.0;11;17;0
10955;KOKAM;KOKAM SLPB776495;40.7;95400;2;3;192.254902;286.2;576.7647059;408150.0977;20.196;9513.1179;13978.008000000002;343440.0;11;18;0
10959;KOKAM;KOKAM SLPB776495;40.7;100700;2;3;192.254902;302.1;576.7647059;408150.0977;21.318;10041.62445;14754.564;362520.0;11;19;0
10963;KOKAM;KOKAM SLPB776495;40.7;106000;2;3;192.254902;318.0;576.7647059;408150.0977;22.44;10570.131;15531.12;381600.0;11;20;0
10967;KOKAM;KOKAM SLPB776495;44.400000000000006;5300;2;3;192.254902;15.9;576.7647059;408150.0977;1.224;576.5526;847.152;19080.0;12;1;0
10977;KOKAM;KOKAM SLPB776495;44.400000000000006;10600;2;3;192.254902;31.8;576.7647059;408150.0977;2.448;1153.1052;1694.304;38160.0;12;2;0
10985;KOKAM;KOKAM SLPB776495;44.400000000000006;15900;2;3;192.254902;47.7;576.7647059;408150.0977;3.672;1729.6578;2541.456;57240.0;12;3;0
10993;KOKAM;KOKAM SLPB776495;44.400000000000006;21200;2;3;192.254902;63.6;576.7647059;408150.0977;4.896;2306.2104;3388.608;76320.0;12;4;0
11001;KOKAM;KOKAM SLPB776495;44.400000000000006;26500;2;3;192.254902;79.5;576.7647059;408150.0977;6.119999999999999;2882.763;4235.76;95400.0;12;5;0
11009;KOKAM;KOKAM SLPB776495;44.400000000000006;31800;2;3;192.254902;95.4;576.7647059;408150.0977;7.343999999999999;3459.3156;5082.912;114480.0;12;6;0
11017;KOKAM;KOKAM SLPB776495;44.400000000000006;37100;2;3;192.254902;111.3;576.7647059;408150.0977;8.568;4035.8682;5930.064;133560.0;12;7;0
11025;KOKAM;KOKAM SLPB776495;44.400000000000006;42400;2;3;192.254902;127.2;576.7647059;408150.0977;9.792;4612.4208;6777.216;152640.0;12;8;0
11033;KOKAM;KOKAM SLPB776495;44.400000000000006;47700;2;3;192.254902;143.1;576.7647059;408150.0977;11.016;5188.9734;7624.368;171720.0;12;9;0
11041;KOKAM;KOKAM SLPB776495;44.400000000000006;53000;2;3;192.254902;159.0;576.7647059;408150.0977;12.239999999999998;5765.526;8471.52;190800.0;12;10;0
11048;KOKAM;KOKAM SLPB776495;44.400000000000006;58300;2;3;192.254902;174.9;576.7647059;408150.0977;13.464;6342.0786;9318.672;209880.0;12;11;0
11055;KOKAM;KOKAM SLPB776495;44.400000000000006;63600;2;3;192.254902;190.8;576.7647059;408150.0977;14.688;6918.6312;10165.824;228960.0;12;12;0
11062;KOKAM;KOKAM SLPB776495;44.400000000000006;68900;2;3;192.254902;206.7;576.7647059;408150.0977;15.912;7495.1838;11012.976;248040.0;12;13;0
11069;KOKAM;KOKAM SLPB776495;44.400000000000006;74200;2;3;192.254902;222.6;576.7647059;408150.0977;17.136;8071.7364;11860.128;267120.0;12;14;0
11075;KOKAM;KOKAM SLPB776495;44.400000000000006;79500;2;3;192.254902;238.5;576.7647059;408150.0977;18.36;8648.289;12707.28;286200.0;12;15;0
11080;KOKAM;KOKAM SLPB776495;44.400000000000006;84800;2;3;192.254902;254.4;576.7647059;408150.0977;19.584;9224.8416;13554.432;305280.0;12;16;0
11085;KOKAM;KOKAM SLPB776495;44.400000000000006;90100;2;3;192.254902;270.3;576.7647059;408150.0977;20.808;9801.3942;14401.584;324360.0;12;17;0
11086;KOKAM;KOKAM SLPB68106100;44.400000000000006;136000;2;3;185.0;408.0;555.0;374084.5355;32.64;16141.806;21738.24;489600.0;12;17;0
11090;KOKAM;KOKAM SLPB776495;44.400000000000006;95400;2;3;192.254902;286.2;576.7647059;408150.0977;22.032;10377.9468;15248.736;343440.0;12;18;0
11094;KOKAM;KOKAM SLPB776495;44.400000000000006;100700;2;3;192.254902;302.1;576.7647059;408150.0977;23.256;10954.4994;16095.888;362520.0;12;19;0
11098;KOKAM;KOKAM SLPB776495;44.400000000000006;106000;2;3;192.254902;318.0;576.7647059;408150.0977;24.48;11531.052;16943.04;381600.0;12;20;0
11100;KOKAM;KOKAM SLPB526495;48.1;3300;2;3;182.238806;9.9;546.7164179;367078.3897;0.871;432.41445;571.428;11880.0;13;1;0
11102;KOKAM;KOKAM SLPB776495;48.1;5300;2;3;192.254902;15.9;576.7647059;408150.0977;1.3259999999999998;624.59865;917.748;19080.0;13;1;0
11112;KOKAM;KOKAM SLPB776495;48.1;10600;2;3;192.254902;31.8;576.7647059;408150.0977;2.652;1249.1973;1835.496;38160.0;13;2;0
11120;KOKAM;KOKAM SLPB776495;48.1;15900;2;3;192.254902;47.7;576.7647059;408150.0977;3.978;1873.79595;2753.244;57240.0;13;3;0
11128;KOKAM;KOKAM SLPB776495;48.1;21200;2;3;192.254902;63.6;576.7647059;408150.0977;5.303999999999999;2498.3946;3670.992;76320.0;13;4;0
11136;KOKAM;KOKAM SLPB776495;48.1;26500;2;3;192.254902;79.5;576.7647059;408150.0977;6.63;3122.99325;4588.74;95400.0;13;5;0
11144;KOKAM;KOKAM SLPB776495;48.1;31800;2;3;192.254902;95.4;576.7647059;408150.0977;7.955999999999999;3747.5919;5506.488;114480.0;13;6;0
11152;KOKAM;KOKAM SLPB776495;48.1;37100;2;3;192.254902;111.3;576.7647059;408150.0977;9.282;4372.19055;6424.236000000001;133560.0;13;7;0
11160;KOKAM;KOKAM SLPB776495;48.1;42400;2;3;192.254902;127.2;576.7647059;408150.0977;10.608;4996.7892;7341.984;152640.0;13;8;0
11168;KOKAM;KOKAM SLPB776495;48.1;47700;2;3;192.254902;143.1;576.7647059;408150.0977;11.934;5621.38785;8259.732;171720.0;13;9;0
11176;KOKAM;KOKAM SLPB776495;48.1;53000;2;3;192.254902;159.0;576.7647059;408150.0977;13.26;6245.9865;9177.48;190800.0;13;10;0
11183;KOKAM;KOKAM SLPB776495;48.1;58300;2;3;192.254902;174.9;576.7647059;408150.0977;14.586;6870.58515;10095.228;209880.0;13;11;0
11190;KOKAM;KOKAM SLPB776495;48.1;63600;2;3;192.254902;190.8;576.7647059;408150.0977;15.912;7495.1838;11012.976;228960.0;13;12;0
11197;KOKAM;KOKAM SLPB776495;48.1;68900;2;3;192.254902;206.7;576.7647059;408150.0977;17.238;8119.782450000001;11930.724;248040.0;13;13;0
11204;KOKAM;KOKAM SLPB776495;48.1;74200;2;3;192.254902;222.6;576.7647059;408150.0977;18.564;8744.3811;12848.472000000002;267120.0;13;14;0
11210;KOKAM;KOKAM SLPB776495;48.1;79500;2;3;192.254902;238.5;576.7647059;408150.0977;19.89;9368.97975;13766.22;286200.0;13;15;0
11215;KOKAM;KOKAM SLPB776495;48.1;84800;2;3;192.254902;254.4;576.7647059;408150.0977;21.216;9993.5784;14683.968;305280.0;13;16;0
11220;KOKAM;KOKAM SLPB776495;48.1;90100;2;3;192.254902;270.3;576.7647059;408150.0977;22.542;10618.17705;15601.716;324360.0;13;17;0
11221;KOKAM;KOKAM SLPB68106100;48.1;136000;2;3;185.0;408.0;555.0;374084.5355;35.36;17486.9565;23549.76;489600.0;13;17;0
11225;KOKAM;KOKAM SLPB776495;48.1;95400;2;3;192.254902;286.2;576.7647059;408150.0977;23.868;11242.7757;16519.464;343440.0;13;18;0
11229;KOKAM;KOKAM SLPB776495;48.1;100700;2;3;192.254902;302.1;576.7647059;408150.0977;25.194;11867.37435;17437.212;362520.0;13;19;0
11233;KOKAM;KOKAM SLPB776495;48.1;106000;2;3;192.254902;318.0;576.7647059;408150.0977;26.52;12491.973;18354.96;381600.0;13;20;0
11237;KOKAM;KOKAM SLPB776495;51.8;5300;2;3;192.254902;15.9;576.7647059;408150.0977;1.428;672.6447000000001;988.344;19080.0;14;1;0
11247;KOKAM;KOKAM SLPB776495;51.8;10600;2;3;192.254902;31.8;576.7647059;408150.0977;2.856;1345.2894;1976.688;38160.0;14;2;0
11255;KOKAM;KOKAM SLPB776495;51.8;15900;2;3;192.254902;47.7;576.7647059;408150.0977;4.284;2017.9341;2965.032;57240.0;14;3;0
11263;KOKAM;KOKAM SLPB776495;51.8;21200;2;3;192.254902;63.6;576.7647059;408150.0977;5.712;2690.5788;3953.376;76320.0;14;4;0
11271;KOKAM;KOKAM SLPB776495;51.8;26500;2;3;192.254902;79.5;576.7647059;408150.0977;7.14;3363.2235;4941.72;95400.0;14;5;0
11279;KOKAM;KOKAM SLPB776495;51.8;31800;2;3;192.254902;95.4;576.7647059;408150.0977;8.568;4035.8682;5930.064;114480.0;14;6;0
11287;KOKAM;KOKAM SLPB776495;51.8;37100;2;3;192.254902;111.3;576.7647059;408150.0977;9.996;4708.5129;6918.408;133560.0;14;7;0
11295;KOKAM;KOKAM SLPB776495;51.8;42400;2;3;192.254902;127.2;576.7647059;408150.0977;11.424;5381.1576000000005;7906.752;152640.0;14;8;0
11303;KOKAM;KOKAM SLPB776495;51.8;47700;2;3;192.254902;143.1;576.7647059;408150.0977;12.852;6053.8023;8895.096000000001;171720.0;14;9;0
11311;KOKAM;KOKAM SLPB776495;51.8;53000;2;3;192.254902;159.0;576.7647059;408150.0977;14.28;6726.447;9883.44;190800.0;14;10;0
11318;KOKAM;KOKAM SLPB776495;51.8;58300;2;3;192.254902;174.9;576.7647059;408150.0977;15.707999999999998;7399.0917;10871.784;209880.0;14;11;0
11325;KOKAM;KOKAM SLPB776495;51.8;63600;2;3;192.254902;190.8;576.7647059;408150.0977;17.136;8071.7364;11860.128;228960.0;14;12;0
11332;KOKAM;KOKAM SLPB776495;51.8;68900;2;3;192.254902;206.7;576.7647059;408150.0977;18.564;8744.3811;12848.472000000002;248040.0;14;13;0
11339;KOKAM;KOKAM SLPB776495;51.8;74200;2;3;192.254902;222.6;576.7647059;408150.0977;19.992;9417.0258;13836.816;267120.0;14;14;0
11345;KOKAM;KOKAM SLPB776495;51.8;79500;2;3;192.254902;238.5;576.7647059;408150.0977;21.42;10089.6705;14825.16;286200.0;14;15;0
11350;KOKAM;KOKAM SLPB776495;51.8;84800;2;3;192.254902;254.4;576.7647059;408150.0977;22.848;10762.3152;15813.504;305280.0;14;16;0
11351;KOKAM;KOKAM SLPB68106100;51.8;128000;2;3;185.0;384.0;555.0;374084.5355;35.84;17724.336;23869.44;460800.0;14;16;0
11355;KOKAM;KOKAM SLPB776495;51.8;90100;2;3;192.254902;270.3;576.7647059;408150.0977;24.276;11434.9599;16801.848;324360.0;14;17;0
11356;KOKAM;KOKAM SLPB68106100;51.8;136000;2;3;185.0;408.0;555.0;374084.5355;38.08;18832.107;25361.28;489600.0;14;17;0
11360;KOKAM;KOKAM SLPB776495;51.8;95400;2;3;192.254902;286.2;576.7647059;408150.0977;25.704;12107.6046;17790.192000000003;343440.0;14;18;0
11364;KOKAM;KOKAM SLPB776495;51.8;100700;2;3;192.254902;302.1;576.7647059;408150.0977;27.132;12780.2493;18778.536;362520.0;14;19;0
11368;KOKAM;KOKAM SLPB776495;51.8;106000;2;3;192.254902;318.0;576.7647059;408150.0977;28.56;13452.894;19766.88;381600.0;14;20;0
11370;KOKAM;KOKAM SLPB526495;55.5;3300;2;3;182.238806;9.9;546.7164179;367078.3897;1.005;498.93975;659.34;11880.0;15;1;0
11372;KOKAM;KOKAM SLPB776495;55.5;5300;2;3;192.254902;15.9;576.7647059;408150.0977;1.5299999999999998;720.69075;1058.94;19080.0;15;1;0
11382;KOKAM;KOKAM SLPB776495;55.5;10600;2;3;192.254902;31.8;576.7647059;408150.0977;3.06;1441.3815;2117.88;38160.0;15;2;0
11390;KOKAM;KOKAM SLPB776495;55.5;15900;2;3;192.254902;47.7;576.7647059;408150.0977;4.59;2162.07225;3176.82;57240.0;15;3;0
11398;KOKAM;KOKAM SLPB776495;55.5;21200;2;3;192.254902;63.6;576.7647059;408150.0977;6.119999999999999;2882.763;4235.76;76320.0;15;4;0
11406;KOKAM;KOKAM SLPB776495;55.5;26500;2;3;192.254902;79.5;576.7647059;408150.0977;7.649999999999999;3603.45375;5294.700000000001;95400.0;15;5;0
11414;KOKAM;KOKAM SLPB776495;55.5;31800;2;3;192.254902;95.4;576.7647059;408150.0977;9.18;4324.1445;6353.64;114480.0;15;6;0
11422;KOKAM;KOKAM SLPB776495;55.5;37100;2;3;192.254902;111.3;576.7647059;408150.0977;10.71;5044.83525;7412.58;133560.0;15;7;0
11430;KOKAM;KOKAM SLPB776495;55.5;42400;2;3;192.254902;127.2;576.7647059;408150.0977;12.239999999999998;5765.526;8471.52;152640.0;15;8;0
11438;KOKAM;KOKAM SLPB776495;55.5;47700;2;3;192.254902;143.1;576.7647059;408150.0977;13.77;6486.2167500000005;9530.46;171720.0;15;9;0
11446;KOKAM;KOKAM SLPB776495;55.5;53000;2;3;192.254902;159.0;576.7647059;408150.0977;15.3;7206.9075;10589.4;190800.0;15;10;0
11453;KOKAM;KOKAM SLPB776495;55.5;58300;2;3;192.254902;174.9;576.7647059;408150.0977;16.83;7927.59825;11648.34;209880.0;15;11;0
11460;KOKAM;KOKAM SLPB776495;55.5;63600;2;3;192.254902;190.8;576.7647059;408150.0977;18.36;8648.289;12707.28;228960.0;15;12;0
11467;KOKAM;KOKAM SLPB776495;55.5;68900;2;3;192.254902;206.7;576.7647059;408150.0977;19.89;9368.97975;13766.22;248040.0;15;13;0
11474;KOKAM;KOKAM SLPB776495;55.5;74200;2;3;192.254902;222.6;576.7647059;408150.0977;21.42;10089.6705;14825.16;267120.0;15;14;0
11480;KOKAM;KOKAM SLPB776495;55.5;79500;2;3;192.254902;238.5;576.7647059;408150.0977;22.95;10810.36125;15884.1;286200.0;15;15;0
11481;KOKAM;KOKAM SLPB68106100;55.5;120000;2;3;185.0;360.0;555.0;374084.5355;36.0;17803.462499999998;23976.0;432000.0;15;15;0
11485;KOKAM;KOKAM SLPB776495;55.5;84800;2;3;192.254902;254.4;576.7647059;408150.0977;24.48;11531.052;16943.04;305280.0;15;16;0
11486;KOKAM;KOKAM SLPB68106100;55.5;128000;2;3;185.0;384.0;555.0;374084.5355;38.4;18990.36;25574.4;460800.0;15;16;0
11490;KOKAM;KOKAM SLPB776495;55.5;90100;2;3;192.254902;270.3;576.7647059;408150.0977;26.01;12251.74275;18001.98;324360.0;15;17;0
11491;KOKAM;KOKAM SLPB68106100;55.5;136000;2;3;185.0;408.0;555.0;374084.5355;40.8;20177.2575;27172.8;489600.0;15;17;0
11495;KOKAM;KOKAM SLPB776495;55.5;95400;2;3;192.254902;286.2;576.7647059;408150.0977;27.54;12972.4335;19060.92;343440.0;15;18;0
11499;KOKAM;KOKAM SLPB776495;55.5;100700;2;3;192.254902;302.1;576.7647059;408150.0977;29.07;13693.12425;20119.86;362520.0;15;19;0
11503;KOKAM;KOKAM SLPB776495;55.5;106000;2;3;192.254902;318.0;576.7647059;408150.0977;30.6;14413.815;21178.800000000003;381600.0;15;20;0
11507;KOKAM;KOKAM SLPB776495;59.2;5300;2;3;192.254902;15.9;576.7647059;408150.0977;1.632;768.7368;1129.536;19080.0;16;1;0
11517;KOKAM;KOKAM SLPB776495;59.2;10600;2;3;192.254902;31.8;576.7647059;408150.0977;3.264;1537.4736;2259.072;38160.0;16;2;0
11525;KOKAM;KOKAM SLPB776495;59.2;15900;2;3;192.254902;47.7;576.7647059;408150.0977;4.896;2306.2104;3388.608;57240.0;16;3;0
11533;KOKAM;KOKAM SLPB776495;59.2;21200;2;3;192.254902;63.6;576.7647059;408150.0977;6.528;3074.9472;4518.144;76320.0;16;4;0
11541;KOKAM;KOKAM SLPB776495;59.2;26500;2;3;192.254902;79.5;576.7647059;408150.0977;8.16;3843.684;5647.68;95400.0;16;5;0
11549;KOKAM;KOKAM SLPB776495;59.2;31800;2;3;192.254902;95.4;576.7647059;408150.0977;9.792;4612.4208;6777.216;114480.0;16;6;0
11557;KOKAM;KOKAM SLPB776495;59.2;37100;2;3;192.254902;111.3;576.7647059;408150.0977;11.424;5381.1576000000005;7906.752;133560.0;16;7;0
11565;KOKAM;KOKAM SLPB776495;59.2;42400;2;3;192.254902;127.2;576.7647059;408150.0977;13.056;6149.8944;9036.288;152640.0;16;8;0
11573;KOKAM;KOKAM SLPB776495;59.2;47700;2;3;192.254902;143.1;576.7647059;408150.0977;14.688;6918.6312;10165.824;171720.0;16;9;0
11581;KOKAM;KOKAM SLPB776495;59.2;53000;2;3;192.254902;159.0;576.7647059;408150.0977;16.32;7687.368;11295.36;190800.0;16;10;0
11588;KOKAM;KOKAM SLPB776495;59.2;58300;2;3;192.254902;174.9;576.7647059;408150.0977;17.951999999999998;8456.104800000001;12424.896;209880.0;16;11;0
11595;KOKAM;KOKAM SLPB776495;59.2;63600;2;3;192.254902;190.8;576.7647059;408150.0977;19.584;9224.8416;13554.432;228960.0;16;12;0
11602;KOKAM;KOKAM SLPB776495;59.2;68900;2;3;192.254902;206.7;576.7647059;408150.0977;21.216;9993.5784;14683.968;248040.0;16;13;0
11609;KOKAM;KOKAM SLPB776495;59.2;74200;2;3;192.254902;222.6;576.7647059;408150.0977;22.848;10762.3152;15813.504;267120.0;16;14;0
11610;KOKAM;KOKAM SLPB68106100;59.2;112000;2;3;185.0;336.0;555.0;374084.5355;35.84;17724.336;23869.44;403200.0;16;14;0
11615;KOKAM;KOKAM SLPB776495;59.2;79500;2;3;192.254902;238.5;576.7647059;408150.0977;24.48;11531.052;16943.04;286200.0;16;15;0
11616;KOKAM;KOKAM SLPB68106100;59.2;120000;2;3;185.0;360.0;555.0;374084.5355;38.4;18990.36;25574.4;432000.0;16;15;0
11620;KOKAM;KOKAM SLPB776495;59.2;84800;2;3;192.254902;254.4;576.7647059;408150.0977;26.112;12299.7888;18072.576;305280.0;16;16;0
11621;KOKAM;KOKAM SLPB68106100;59.2;128000;2;3;185.0;384.0;555.0;374084.5355;40.96;20256.384;27279.36;460800.0;16;16;0
11625;KOKAM;KOKAM SLPB776495;59.2;90100;2;3;192.254902;270.3;576.7647059;408150.0977;27.744;13068.5256;19202.112;324360.0;16;17;0
11626;KOKAM;KOKAM SLPB68106100;59.2;136000;2;3;185.0;408.0;555.0;374084.5355;43.52;21522.408;28984.32;489600.0;16;17;0
11630;KOKAM;KOKAM SLPB776495;59.2;95400;2;3;192.254902;286.2;576.7647059;408150.0977;29.376;13837.2624;20331.648;343440.0;16;18;0
11634;KOKAM;KOKAM SLPB776495;59.2;100700;2;3;192.254902;302.1;576.7647059;408150.0977;31.008;14605.9992;21461.184;362520.0;16;19;0
11638;KOKAM;KOKAM SLPB776495;59.2;106000;2;3;192.254902;318.0;576.7647059;408150.0977;32.64;15374.736;22590.72;381600.0;16;20;0
