;Unnamed: 0;Voltage_V;Capacity_mAh;Capacity_As;Energy_density_Wh_kg;Imax [A];Pmax_W_kg;Weight_kg;Volume_cm3;Energy_kJ;n_series;n_parallel
34450;9;207.2;3700;13320;228.1666667;333;20535;3.36;2107.728;2759.904;14;1
34503;9;207.2;7400;26640;228.1666667;666;20535;6.72;4215.456;5519.808;14;2
34556;9;207.2;11100;39960;228.1666667;999;20535;10.08;6323.184;8279.712;14;3
34609;9;207.2;14800;53280;228.1666667;1332;20535;13.44;8430.912;11039.616;14;4
34662;9;207.2;18500;66600;228.1666667;1665;20535;16.8;10538.64;13799.52;14;5
34715;9;207.2;22200;79920;228.1666667;1998;20535;20.16;12646.368;16559.424;14;6
34768;9;207.2;25900;93240;228.1666667;2331;20535;23.52;14754.096;19319.328;14;7
34821;9;207.2;29600;106560;228.1666667;2664;20535;26.88;16861.824;22079.232;14;8
34874;9;207.2;33300;119880;228.1666667;2997;20535;30.24;18969.552;24839.136;14;9
34927;9;207.2;37000;133200;228.1666667;3330;20535;33.6;21077.28;27599.04;14;10
34980;9;207.2;40700;146520;228.1666667;3663;20535;36.96;23185.008;30358.944;14;11
35033;9;207.2;44400;159840;228.1666667;3996;20535;40.32;25292.736;33118.848;14;12
35086;9;207.2;48100;173160;228.1666667;4329;20535;43.68;27400.464;35878.752;14;13
35139;9;207.2;51800;186480;228.1666667;4662;20535;47.04;29508.192;38638.656;14;14
35192;9;207.2;55500;199800;228.1666667;4995;20535;50.4;31615.92;41398.56;14;15
35245;9;207.2;59200;213120;228.1666667;5328;20535;53.76;33723.648;44158.464;14;16
35298;9;207.2;62900;226440;228.1666667;5661;20535;57.12;35831.376;46918.368;14;17
35351;9;207.2;66600;239760;228.1666667;5994;20535;60.48;37939.104;49678.272;14;18
35404;9;207.2;70300;253080;228.1666667;6327;20535;63.84;40046.832;52438.176;14;19
35457;9;207.2;74000;266400;228.1666667;6660;20535;67.2;42154.56;55198.08;14;20
35510;9;207.2;77700;279720;228.1666667;6993;20535;70.56;44262.288;57957.984;14;21
35563;9;207.2;81400;293040;228.1666667;7326;20535;73.92;46370.016;60717.888;14;22
35616;9;207.2;85100;306360;228.1666667;7659;20535;77.28;48477.744;63477.792;14;23
35669;9;207.2;88800;319680;228.1666667;7992;20535;80.64;50585.472;66237.696;14;24
35722;9;207.2;92500;333000;228.1666667;8325;20535;84;52693.2;68997.6;14;25
35775;9;207.2;96200;346320;228.1666667;8658;20535;87.36;54800.928;71757.504;14;26
35828;9;207.2;99900;359640;228.1666667;8991;20535;90.72;56908.656;74517.408;14;27
35881;9;207.2;103600;372960;228.1666667;9324;20535;94.08;59016.384;77277.312;14;28
35934;9;207.2;107300;386280;228.1666667;9657;20535;97.44;61124.112;80037.216;14;29
35987;9;207.2;111000;399600;228.1666667;9990;20535;100.8;63231.84;82797.12;14;30
36040;9;207.2;114700;412920;228.1666667;10323;20535;104.16;65339.568;85557.024;14;31
36093;9;207.2;118400;426240;228.1666667;10656;20535;107.52;67447.296;88316.928;14;32
36146;9;207.2;122100;439560;228.1666667;10989;20535;110.88;69555.024;91076.832;14;33
36199;9;207.2;125800;452880;228.1666667;11322;20535;114.24;71662.752;93836.736;14;34
36252;9;207.2;129500;466200;228.1666667;11655;20535;117.6;73770.48;96596.64;14;35
36305;9;207.2;133200;479520;228.1666667;11988;20535;120.96;75878.208;99356.544;14;36
36358;9;207.2;136900;492840;228.1666667;12321;20535;124.32;77985.936;102116.448;14;37
36411;9;207.2;140600;506160;228.1666667;12654;20535;127.68;80093.664;104876.352;14;38
36464;9;207.2;144300;519480;228.1666667;12987;20535;131.04;82201.392;107636.256;14;39
36517;9;207.2;148000;532800;228.1666667;13320;20535;134.4;84309.12;110396.16;14;40
36570;9;207.2;151700;546120;228.1666667;13653;20535;137.76;86416.848;113156.064;14;41
36623;9;207.2;155400;559440;228.1666667;13986;20535;141.12;88524.576;115915.968;14;42
36676;9;207.2;159100;572760;228.1666667;14319;20535;144.48;90632.304;118675.872;14;43
36729;9;207.2;162800;586080;228.1666667;14652;20535;147.84;92740.032;121435.776;14;44
36782;9;207.2;166500;599400;228.1666667;14985;20535;151.2;94847.76;124195.68;14;45
36835;9;207.2;170200;612720;228.1666667;15318;20535;154.56;96955.488;126955.584;14;46
36888;9;207.2;173900;626040;228.1666667;15651;20535;157.92;99063.216;129715.488;14;47
36941;9;207.2;177600;639360;228.1666667;15984;20535;161.28;101170.944;132475.392;14;48
36994;9;207.2;181300;652680;228.1666667;16317;20535;164.64;103278.672;135235.296;14;49
37047;9;207.2;185000;666000;228.1666667;16650;20535;168;105386.4;137995.2;14;50
37100;9;222;3700;13320;228.1666667;333;20535;3.6;2258.28;2957.04;15;1
37153;9;222;7400;26640;228.1666667;666;20535;7.2;4516.56;5914.08;15;2
37206;9;222;11100;39960;228.1666667;999;20535;10.8;6774.84;8871.12;15;3
37259;9;222;14800;53280;228.1666667;1332;20535;14.4;9033.12;11828.16;15;4
37312;9;222;18500;66600;228.1666667;1665;20535;18;11291.4;14785.2;15;5
37365;9;222;22200;79920;228.1666667;1998;20535;21.6;13549.68;17742.24;15;6
37418;9;222;25900;93240;228.1666667;2331;20535;25.2;15807.96;20699.28;15;7
37471;9;222;29600;106560;228.1666667;2664;20535;28.8;18066.24;23656.32;15;8
37524;9;222;33300;119880;228.1666667;2997;20535;32.4;20324.52;26613.36;15;9
37577;9;222;37000;133200;228.1666667;3330;20535;36;22582.8;29570.4;15;10
37630;9;222;40700;146520;228.1666667;3663;20535;39.6;24841.08;32527.44;15;11
37683;9;222;44400;159840;228.1666667;3996;20535;43.2;27099.36;35484.48;15;12
37736;9;222;48100;173160;228.1666667;4329;20535;46.8;29357.64;38441.52;15;13
37789;9;222;51800;186480;228.1666667;4662;20535;50.4;31615.92;41398.56;15;14
37842;9;222;55500;199800;228.1666667;4995;20535;54;33874.2;44355.6;15;15
37895;9;222;59200;213120;228.1666667;5328;20535;57.6;36132.48;47312.64;15;16
37948;9;222;62900;226440;228.1666667;5661;20535;61.2;38390.76;50269.68;15;17
38001;9;222;66600;239760;228.1666667;5994;20535;64.8;40649.04;53226.72;15;18
38054;9;222;70300;253080;228.1666667;6327;20535;68.4;42907.32;56183.76;15;19
38107;9;222;74000;266400;228.1666667;6660;20535;72;45165.6;59140.8;15;20
38160;9;222;77700;279720;228.1666667;6993;20535;75.6;47423.88;62097.84;15;21
38213;9;222;81400;293040;228.1666667;7326;20535;79.2;49682.16;65054.88;15;22
38266;9;222;85100;306360;228.1666667;7659;20535;82.8;51940.44;68011.92;15;23
38319;9;222;88800;319680;228.1666667;7992;20535;86.4;54198.72;70968.96;15;24
38372;9;222;92500;333000;228.1666667;8325;20535;90;56457;73926;15;25
38425;9;222;96200;346320;228.1666667;8658;20535;93.6;58715.28;76883.04;15;26
38478;9;222;99900;359640;228.1666667;8991;20535;97.2;60973.56;79840.08;15;27
38531;9;222;103600;372960;228.1666667;9324;20535;100.8;63231.84;82797.12;15;28
38584;9;222;107300;386280;228.1666667;9657;20535;104.4;65490.12;85754.16;15;29
38637;9;222;111000;399600;228.1666667;9990;20535;108;67748.4;88711.2;15;30
38690;9;222;114700;412920;228.1666667;10323;20535;111.6;70006.68;91668.24;15;31
38743;9;222;118400;426240;228.1666667;10656;20535;115.2;72264.96;94625.28;15;32
38796;9;222;122100;439560;228.1666667;10989;20535;118.8;74523.24;97582.32;15;33
38849;9;222;125800;452880;228.1666667;11322;20535;122.4;76781.52;100539.36;15;34
38902;9;222;129500;466200;228.1666667;11655;20535;126;79039.8;103496.4;15;35
38955;9;222;133200;479520;228.1666667;11988;20535;129.6;81298.08;106453.44;15;36
39008;9;222;136900;492840;228.1666667;12321;20535;133.2;83556.36;109410.48;15;37
39061;9;222;140600;506160;228.1666667;12654;20535;136.8;85814.64;112367.52;15;38
39114;9;222;144300;519480;228.1666667;12987;20535;140.4;88072.92;115324.56;15;39
39167;9;222;148000;532800;228.1666667;13320;20535;144;90331.2;118281.6;15;40
39220;9;222;151700;546120;228.1666667;13653;20535;147.6;92589.48;121238.64;15;41
39273;9;222;155400;559440;228.1666667;13986;20535;151.2;94847.76;124195.68;15;42
39326;9;222;159100;572760;228.1666667;14319;20535;154.8;97106.04;127152.72;15;43
39379;9;222;162800;586080;228.1666667;14652;20535;158.4;99364.32;130109.76;15;44
39432;9;222;166500;599400;228.1666667;14985;20535;162;101622.6;133066.8;15;45
39485;9;222;170200;612720;228.1666667;15318;20535;165.6;103880.88;136023.84;15;46
39538;9;222;173900;626040;228.1666667;15651;20535;169.2;106139.16;138980.88;15;47
39591;9;222;177600;639360;228.1666667;15984;20535;172.8;108397.44;141937.92;15;48
39644;9;222;181300;652680;228.1666667;16317;20535;176.4;110655.72;144894.96;15;49
39697;9;222;185000;666000;228.1666667;16650;20535;180;112914;147852;15;50
39750;9;236.8;3700;13320;228.1666667;333;20535;3.84;2408.832;3154.176;16;1
39803;9;236.8;7400;26640;228.1666667;666;20535;7.68;4817.664;6308.352;16;2
39856;9;236.8;11100;39960;228.1666667;999;20535;11.52;7226.496;9462.528;16;3
39909;9;236.8;14800;53280;228.1666667;1332;20535;15.36;9635.328;12616.704;16;4
39962;9;236.8;18500;66600;228.1666667;1665;20535;19.2;12044.16;15770.88;16;5
40015;9;236.8;22200;79920;228.1666667;1998;20535;23.04;14452.992;18925.056;16;6
40068;9;236.8;25900;93240;228.1666667;2331;20535;26.88;16861.824;22079.232;16;7
40121;9;236.8;29600;106560;228.1666667;2664;20535;30.72;19270.656;25233.408;16;8
40174;9;236.8;33300;119880;228.1666667;2997;20535;34.56;21679.488;28387.584;16;9
40227;9;236.8;37000;133200;228.1666667;3330;20535;38.4;24088.32;31541.76;16;10
40280;9;236.8;40700;146520;228.1666667;3663;20535;42.24;26497.152;34695.936;16;11
40333;9;236.8;44400;159840;228.1666667;3996;20535;46.08;28905.984;37850.112;16;12
40386;9;236.8;48100;173160;228.1666667;4329;20535;49.92;31314.816;41004.288;16;13
40439;9;236.8;51800;186480;228.1666667;4662;20535;53.76;33723.648;44158.464;16;14
40492;9;236.8;55500;199800;228.1666667;4995;20535;57.6;36132.48;47312.64;16;15
40545;9;236.8;59200;213120;228.1666667;5328;20535;61.44;38541.312;50466.816;16;16
40598;9;236.8;62900;226440;228.1666667;5661;20535;65.28;40950.144;53620.992;16;17
40651;9;236.8;66600;239760;228.1666667;5994;20535;69.12;43358.976;56775.168;16;18
40704;9;236.8;70300;253080;228.1666667;6327;20535;72.96;45767.808;59929.344;16;19
40757;9;236.8;74000;266400;228.1666667;6660;20535;76.8;48176.64;63083.52;16;20
40810;9;236.8;77700;279720;228.1666667;6993;20535;80.64;50585.472;66237.696;16;21
40863;9;236.8;81400;293040;228.1666667;7326;20535;84.48;52994.304;69391.872;16;22
40916;9;236.8;85100;306360;228.1666667;7659;20535;88.32;55403.136;72546.048;16;23
40969;9;236.8;88800;319680;228.1666667;7992;20535;92.16;57811.968;75700.224;16;24
41022;9;236.8;92500;333000;228.1666667;8325;20535;96;60220.8;78854.4;16;25
41075;9;236.8;96200;346320;228.1666667;8658;20535;99.84;62629.632;82008.576;16;26
41128;9;236.8;99900;359640;228.1666667;8991;20535;103.68;65038.464;85162.752;16;27
41181;9;236.8;103600;372960;228.1666667;9324;20535;107.52;67447.296;88316.928;16;28
41234;9;236.8;107300;386280;228.1666667;9657;20535;111.36;69856.128;91471.104;16;29
41287;9;236.8;111000;399600;228.1666667;9990;20535;115.2;72264.96;94625.28;16;30
41340;9;236.8;114700;412920;228.1666667;10323;20535;119.04;74673.792;97779.456;16;31
41393;9;236.8;118400;426240;228.1666667;10656;20535;122.88;77082.624;100933.632;16;32
41446;9;236.8;122100;439560;228.1666667;10989;20535;126.72;79491.456;104087.808;16;33
41499;9;236.8;125800;452880;228.1666667;11322;20535;130.56;81900.288;107241.984;16;34
41552;9;236.8;129500;466200;228.1666667;11655;20535;134.4;84309.12;110396.16;16;35
41605;9;236.8;133200;479520;228.1666667;11988;20535;138.24;86717.952;113550.336;16;36
41658;9;236.8;136900;492840;228.1666667;12321;20535;142.08;89126.784;116704.512;16;37
41711;9;236.8;140600;506160;228.1666667;12654;20535;145.92;91535.616;119858.688;16;38
41764;9;236.8;144300;519480;228.1666667;12987;20535;149.76;93944.448;123012.864;16;39
41817;9;236.8;148000;532800;228.1666667;13320;20535;153.6;96353.28;126167.04;16;40
41870;9;236.8;151700;546120;228.1666667;13653;20535;157.44;98762.112;129321.216;16;41
41923;9;236.8;155400;559440;228.1666667;13986;20535;161.28;101170.944;132475.392;16;42
41976;9;236.8;159100;572760;228.1666667;14319;20535;165.12;103579.776;135629.568;16;43
42029;9;236.8;162800;586080;228.1666667;14652;20535;168.96;105988.608;138783.744;16;44
42082;9;236.8;166500;599400;228.1666667;14985;20535;172.8;108397.44;141937.92;16;45
42135;9;236.8;170200;612720;228.1666667;15318;20535;176.64;110806.272;145092.096;16;46
42188;9;236.8;173900;626040;228.1666667;15651;20535;180.48;113215.104;148246.272;16;47
42241;9;236.8;177600;639360;228.1666667;15984;20535;184.32;115623.936;151400.448;16;48
42294;9;236.8;181300;652680;228.1666667;16317;20535;188.16;118032.768;154554.624;16;49
42347;9;236.8;185000;666000;228.1666667;16650;20535;192;120441.6;157708.8;16;50
42400;9;251.6;3700;13320;228.1666667;333;20535;4.08;2559.384;3351.312;17;1
42453;9;251.6;7400;26640;228.1666667;666;20535;8.16;5118.768;6702.624;17;2
42506;9;251.6;11100;39960;228.1666667;999;20535;12.24;7678.152;10053.936;17;3
42559;9;251.6;14800;53280;228.1666667;1332;20535;16.32;10237.536;13405.248;17;4
42612;9;251.6;18500;66600;228.1666667;1665;20535;20.4;12796.92;16756.56;17;5
42665;9;251.6;22200;79920;228.1666667;1998;20535;24.48;15356.304;20107.872;17;6
42718;9;251.6;25900;93240;228.1666667;2331;20535;28.56;17915.688;23459.184;17;7
42771;9;251.6;29600;106560;228.1666667;2664;20535;32.64;20475.072;26810.496;17;8
42824;9;251.6;33300;119880;228.1666667;2997;20535;36.72;23034.456;30161.808;17;9
42877;9;251.6;37000;133200;228.1666667;3330;20535;40.8;25593.84;33513.12;17;10
42930;9;251.6;40700;146520;228.1666667;3663;20535;44.88;28153.224;36864.432;17;11
42983;9;251.6;44400;159840;228.1666667;3996;20535;48.96;30712.608;40215.744;17;12
43036;9;251.6;48100;173160;228.1666667;4329;20535;53.04;33271.992;43567.056;17;13
43089;9;251.6;51800;186480;228.1666667;4662;20535;57.12;35831.376;46918.368;17;14
43142;9;251.6;55500;199800;228.1666667;4995;20535;61.2;38390.76;50269.68;17;15
43195;9;251.6;59200;213120;228.1666667;5328;20535;65.28;40950.144;53620.992;17;16
43248;9;251.6;62900;226440;228.1666667;5661;20535;69.36;43509.528;56972.304;17;17
43301;9;251.6;66600;239760;228.1666667;5994;20535;73.44;46068.912;60323.616;17;18
43354;9;251.6;70300;253080;228.1666667;6327;20535;77.52;48628.296;63674.928;17;19
43407;9;251.6;74000;266400;228.1666667;6660;20535;81.6;51187.68;67026.24;17;20
43460;9;251.6;77700;279720;228.1666667;6993;20535;85.68;53747.064;70377.552;17;21
43513;9;251.6;81400;293040;228.1666667;7326;20535;89.76;56306.448;73728.864;17;22
43566;9;251.6;85100;306360;228.1666667;7659;20535;93.84;58865.832;77080.176;17;23
43619;9;251.6;88800;319680;228.1666667;7992;20535;97.92;61425.216;80431.488;17;24
43672;9;251.6;92500;333000;228.1666667;8325;20535;102;63984.6;83782.8;17;25
43725;9;251.6;96200;346320;228.1666667;8658;20535;106.08;66543.984;87134.112;17;26
43778;9;251.6;99900;359640;228.1666667;8991;20535;110.16;69103.368;90485.424;17;27
43831;9;251.6;103600;372960;228.1666667;9324;20535;114.24;71662.752;93836.736;17;28
43884;9;251.6;107300;386280;228.1666667;9657;20535;118.32;74222.136;97188.048;17;29
43937;9;251.6;111000;399600;228.1666667;9990;20535;122.4;76781.52;100539.36;17;30
43990;9;251.6;114700;412920;228.1666667;10323;20535;126.48;79340.904;103890.672;17;31
44043;9;251.6;118400;426240;228.1666667;10656;20535;130.56;81900.288;107241.984;17;32
44096;9;251.6;122100;439560;228.1666667;10989;20535;134.64;84459.672;110593.296;17;33
44149;9;251.6;125800;452880;228.1666667;11322;20535;138.72;87019.056;113944.608;17;34
44202;9;251.6;129500;466200;228.1666667;11655;20535;142.8;89578.44;117295.92;17;35
44255;9;251.6;133200;479520;228.1666667;11988;20535;146.88;92137.824;120647.232;17;36
44308;9;251.6;136900;492840;228.1666667;12321;20535;150.96;94697.208;123998.544;17;37
44361;9;251.6;140600;506160;228.1666667;12654;20535;155.04;97256.592;127349.856;17;38
44414;9;251.6;144300;519480;228.1666667;12987;20535;159.12;99815.976;130701.168;17;39
44467;9;251.6;148000;532800;228.1666667;13320;20535;163.2;102375.36;134052.48;17;40
44520;9;251.6;151700;546120;228.1666667;13653;20535;167.28;104934.744;137403.792;17;41
44573;9;251.6;155400;559440;228.1666667;13986;20535;171.36;107494.128;140755.104;17;42
44626;9;251.6;159100;572760;228.1666667;14319;20535;175.44;110053.512;144106.416;17;43
44679;9;251.6;162800;586080;228.1666667;14652;20535;179.52;112612.896;147457.728;17;44
44732;9;251.6;166500;599400;228.1666667;14985;20535;183.6;115172.28;150809.04;17;45
44785;9;251.6;170200;612720;228.1666667;15318;20535;187.68;117731.664;154160.352;17;46
44838;9;251.6;173900;626040;228.1666667;15651;20535;191.76;120291.048;157511.664;17;47
44891;9;251.6;177600;639360;228.1666667;15984;20535;195.84;122850.432;160862.976;17;48
44944;9;251.6;181300;652680;228.1666667;16317;20535;199.92;125409.816;164214.288;17;49
44997;9;251.6;185000;666000;228.1666667;16650;20535;204;127969.2;167565.6;17;50
45050;9;266.4;3700;13320;228.1666667;333;20535;4.32;2709.936;3548.448;18;1
45103;9;266.4;7400;26640;228.1666667;666;20535;8.64;5419.872;7096.896;18;2
45156;9;266.4;11100;39960;228.1666667;999;20535;12.96;8129.808;10645.344;18;3
45209;9;266.4;14800;53280;228.1666667;1332;20535;17.28;10839.744;14193.792;18;4
45262;9;266.4;18500;66600;228.1666667;1665;20535;21.6;13549.68;17742.24;18;5
45315;9;266.4;22200;79920;228.1666667;1998;20535;25.92;16259.616;21290.688;18;6
45368;9;266.4;25900;93240;228.1666667;2331;20535;30.24;18969.552;24839.136;18;7
45421;9;266.4;29600;106560;228.1666667;2664;20535;34.56;21679.488;28387.584;18;8
45474;9;266.4;33300;119880;228.1666667;2997;20535;38.88;24389.424;31936.032;18;9
45527;9;266.4;37000;133200;228.1666667;3330;20535;43.2;27099.36;35484.48;18;10
45580;9;266.4;40700;146520;228.1666667;3663;20535;47.52;29809.296;39032.928;18;11
45633;9;266.4;44400;159840;228.1666667;3996;20535;51.84;32519.232;42581.376;18;12
45686;9;266.4;48100;173160;228.1666667;4329;20535;56.16;35229.168;46129.824;18;13
45739;9;266.4;51800;186480;228.1666667;4662;20535;60.48;37939.104;49678.272;18;14
45792;9;266.4;55500;199800;228.1666667;4995;20535;64.8;40649.04;53226.72;18;15
45845;9;266.4;59200;213120;228.1666667;5328;20535;69.12;43358.976;56775.168;18;16
45898;9;266.4;62900;226440;228.1666667;5661;20535;73.44;46068.912;60323.616;18;17
45951;9;266.4;66600;239760;228.1666667;5994;20535;77.76;48778.848;63872.064;18;18
46004;9;266.4;70300;253080;228.1666667;6327;20535;82.08;51488.784;67420.512;18;19
46057;9;266.4;74000;266400;228.1666667;6660;20535;86.4;54198.72;70968.96;18;20
46110;9;266.4;77700;279720;228.1666667;6993;20535;90.72;56908.656;74517.408;18;21
46163;9;266.4;81400;293040;228.1666667;7326;20535;95.04;59618.592;78065.856;18;22
46216;9;266.4;85100;306360;228.1666667;7659;20535;99.36;62328.528;81614.304;18;23
46269;9;266.4;88800;319680;228.1666667;7992;20535;103.68;65038.464;85162.752;18;24
46322;9;266.4;92500;333000;228.1666667;8325;20535;108;67748.4;88711.2;18;25
46375;9;266.4;96200;346320;228.1666667;8658;20535;112.32;70458.336;92259.648;18;26
46428;9;266.4;99900;359640;228.1666667;8991;20535;116.64;73168.272;95808.096;18;27
46481;9;266.4;103600;372960;228.1666667;9324;20535;120.96;75878.208;99356.544;18;28
46534;9;266.4;107300;386280;228.1666667;9657;20535;125.28;78588.144;102904.992;18;29
46587;9;266.4;111000;399600;228.1666667;9990;20535;129.6;81298.08;106453.44;18;30
46640;9;266.4;114700;412920;228.1666667;10323;20535;133.92;84008.016;110001.888;18;31
46693;9;266.4;118400;426240;228.1666667;10656;20535;138.24;86717.952;113550.336;18;32
46746;9;266.4;122100;439560;228.1666667;10989;20535;142.56;89427.888;117098.784;18;33
46799;9;266.4;125800;452880;228.1666667;11322;20535;146.88;92137.824;120647.232;18;34
46852;9;266.4;129500;466200;228.1666667;11655;20535;151.2;94847.76;124195.68;18;35
46905;9;266.4;133200;479520;228.1666667;11988;20535;155.52;97557.696;127744.128;18;36
46958;9;266.4;136900;492840;228.1666667;12321;20535;159.84;100267.632;131292.576;18;37
47011;9;266.4;140600;506160;228.1666667;12654;20535;164.16;102977.568;134841.024;18;38
47064;9;266.4;144300;519480;228.1666667;12987;20535;168.48;105687.504;138389.472;18;39
47117;9;266.4;148000;532800;228.1666667;13320;20535;172.8;108397.44;141937.92;18;40
47170;9;266.4;151700;546120;228.1666667;13653;20535;177.12;111107.376;145486.368;18;41
47223;9;266.4;155400;559440;228.1666667;13986;20535;181.44;113817.312;149034.816;18;42
47276;9;266.4;159100;572760;228.1666667;14319;20535;185.76;116527.248;152583.264;18;43
47329;9;266.4;162800;586080;228.1666667;14652;20535;190.08;119237.184;156131.712;18;44
47382;9;266.4;166500;599400;228.1666667;14985;20535;194.4;121947.12;159680.16;18;45
47435;9;266.4;170200;612720;228.1666667;15318;20535;198.72;124657.056;163228.608;18;46
47488;9;266.4;173900;626040;228.1666667;15651;20535;203.04;127366.992;166777.056;18;47
47541;9;266.4;177600;639360;228.1666667;15984;20535;207.36;130076.928;170325.504;18;48
47594;9;266.4;181300;652680;228.1666667;16317;20535;211.68;132786.864;173873.952;18;49
47647;9;266.4;185000;666000;228.1666667;16650;20535;216;135496.8;177422.4;18;50
47700;9;281.2;3700;13320;228.1666667;333;20535;4.56;2860.488;3745.584;19;1
47753;9;281.2;7400;26640;228.1666667;666;20535;9.12;5720.976;7491.168;19;2
47806;9;281.2;11100;39960;228.1666667;999;20535;13.68;8581.464;11236.752;19;3
47859;9;281.2;14800;53280;228.1666667;1332;20535;18.24;11441.952;14982.336;19;4
47912;9;281.2;18500;66600;228.1666667;1665;20535;22.8;14302.44;18727.92;19;5
47965;9;281.2;22200;79920;228.1666667;1998;20535;27.36;17162.928;22473.504;19;6
48018;9;281.2;25900;93240;228.1666667;2331;20535;31.92;20023.416;26219.088;19;7
48071;9;281.2;29600;106560;228.1666667;2664;20535;36.48;22883.904;29964.672;19;8
48124;9;281.2;33300;119880;228.1666667;2997;20535;41.04;25744.392;33710.256;19;9
48177;9;281.2;37000;133200;228.1666667;3330;20535;45.6;28604.88;37455.84;19;10
48230;9;281.2;40700;146520;228.1666667;3663;20535;50.16;31465.368;41201.424;19;11
48283;9;281.2;44400;159840;228.1666667;3996;20535;54.72;34325.856;44947.008;19;12
48336;9;281.2;48100;173160;228.1666667;4329;20535;59.28;37186.344;48692.592;19;13
48389;9;281.2;51800;186480;228.1666667;4662;20535;63.84;40046.832;52438.176;19;14
48442;9;281.2;55500;199800;228.1666667;4995;20535;68.4;42907.32;56183.76;19;15
48495;9;281.2;59200;213120;228.1666667;5328;20535;72.96;45767.808;59929.344;19;16
48548;9;281.2;62900;226440;228.1666667;5661;20535;77.52;48628.296;63674.928;19;17
48601;9;281.2;66600;239760;228.1666667;5994;20535;82.08;51488.784;67420.512;19;18
48654;9;281.2;70300;253080;228.1666667;6327;20535;86.64;54349.272;71166.096;19;19
48707;9;281.2;74000;266400;228.1666667;6660;20535;91.2;57209.76;74911.68;19;20
48760;9;281.2;77700;279720;228.1666667;6993;20535;95.76;60070.248;78657.264;19;21
48813;9;281.2;81400;293040;228.1666667;7326;20535;100.32;62930.736;82402.848;19;22
48866;9;281.2;85100;306360;228.1666667;7659;20535;104.88;65791.224;86148.432;19;23
48919;9;281.2;88800;319680;228.1666667;7992;20535;109.44;68651.712;89894.016;19;24
48972;9;281.2;92500;333000;228.1666667;8325;20535;114;71512.2;93639.6;19;25
49025;9;281.2;96200;346320;228.1666667;8658;20535;118.56;74372.688;97385.184;19;26
49078;9;281.2;99900;359640;228.1666667;8991;20535;123.12;77233.176;101130.768;19;27
49131;9;281.2;103600;372960;228.1666667;9324;20535;127.68;80093.664;104876.352;19;28
49184;9;281.2;107300;386280;228.1666667;9657;20535;132.24;82954.152;108621.936;19;29
49237;9;281.2;111000;399600;228.1666667;9990;20535;136.8;85814.64;112367.52;19;30
49290;9;281.2;114700;412920;228.1666667;10323;20535;141.36;88675.128;116113.104;19;31
49343;9;281.2;118400;426240;228.1666667;10656;20535;145.92;91535.616;119858.688;19;32
49396;9;281.2;122100;439560;228.1666667;10989;20535;150.48;94396.104;123604.272;19;33
49449;9;281.2;125800;452880;228.1666667;11322;20535;155.04;97256.592;127349.856;19;34
49502;9;281.2;129500;466200;228.1666667;11655;20535;159.6;100117.08;131095.44;19;35
49555;9;281.2;133200;479520;228.1666667;11988;20535;164.16;102977.568;134841.024;19;36
49608;9;281.2;136900;492840;228.1666667;12321;20535;168.72;105838.056;138586.608;19;37
49661;9;281.2;140600;506160;228.1666667;12654;20535;173.28;108698.544;142332.192;19;38
49714;9;281.2;144300;519480;228.1666667;12987;20535;177.84;111559.032;146077.776;19;39
49767;9;281.2;148000;532800;228.1666667;13320;20535;182.4;114419.52;149823.36;19;40
49820;9;281.2;151700;546120;228.1666667;13653;20535;186.96;117280.008;153568.944;19;41
49873;9;281.2;155400;559440;228.1666667;13986;20535;191.52;120140.496;157314.528;19;42
49926;9;281.2;159100;572760;228.1666667;14319;20535;196.08;123000.984;161060.112;19;43
49979;9;281.2;162800;586080;228.1666667;14652;20535;200.64;125861.472;164805.696;19;44
50032;9;281.2;166500;599400;228.1666667;14985;20535;205.2;128721.96;168551.28;19;45
50085;9;281.2;170200;612720;228.1666667;15318;20535;209.76;131582.448;172296.864;19;46
50138;9;281.2;173900;626040;228.1666667;15651;20535;214.32;134442.936;176042.448;19;47
50191;9;281.2;177600;639360;228.1666667;15984;20535;218.88;137303.424;179788.032;19;48
50244;9;281.2;181300;652680;228.1666667;16317;20535;223.44;140163.912;183533.616;19;49
50286;95;281.2;294000;1058400;181.2244898;14700;9061.22449;456.19;213496.92;297622.08;19;49
50297;9;281.2;185000;666000;228.1666667;16650;20535;228;143024.4;187279.2;19;50
50339;95;281.2;300000;1080000;181.2244898;15000;9061.22449;465.5;217854;303696;19;50
50350;9;296;3700;13320;228.1666667;333;20535;4.8;3011.04;3942.72;20;1
50403;9;296;7400;26640;228.1666667;666;20535;9.6;6022.08;7885.44;20;2
50456;9;296;11100;39960;228.1666667;999;20535;14.4;9033.12;11828.16;20;3
50509;9;296;14800;53280;228.1666667;1332;20535;19.2;12044.16;15770.88;20;4
50562;9;296;18500;66600;228.1666667;1665;20535;24;15055.2;19713.6;20;5
50615;9;296;22200;79920;228.1666667;1998;20535;28.8;18066.24;23656.32;20;6
50668;9;296;25900;93240;228.1666667;2331;20535;33.6;21077.28;27599.04;20;7
50721;9;296;29600;106560;228.1666667;2664;20535;38.4;24088.32;31541.76;20;8
50774;9;296;33300;119880;228.1666667;2997;20535;43.2;27099.36;35484.48;20;9
50827;9;296;37000;133200;228.1666667;3330;20535;48;30110.4;39427.2;20;10
50880;9;296;40700;146520;228.1666667;3663;20535;52.8;33121.44;43369.92;20;11
